"quarter","vintage","macro_factor_m1","macro_factor_m2","macro_factor_m3","macro_factor_short_m1","macro_factor_short_m2","macro_factor_short_m3"
2004-10-01,2005-10-20,-0.34,-0.55,-0.41,1.19245637,-0.164393376,0.327377694
2005-01-01,2005-10-20,0,-0.18,-0.32,1.130308884,0.702485688,0.023339739
2005-04-01,2005-10-20,-0.27,-0.18,0.09,-0.504114151,-0.261895263,0.238473493
2005-07-01,2005-10-20,0.53,0.58,0.85,1.056720839,1.008808814,1.999381035
2005-10-01,2005-10-20,0.84,0.74,0.63,2.269467121,2.218047364,1.990304546
2006-01-01,2005-10-20,0.53,0.44,0.37,1.683746285,1.360310645,1.056366861
2002-01-01,2005-10-31,-0.71,0.08,0.69,-2.619914009,-0.854138442,0.651463265
2002-04-01,2005-10-31,0.54,0.42,0.22,0.892679309,0.466414477,0.336904577
2002-07-01,2005-10-31,-0.3,-0.49,-0.48,-0.53265666,-1.721974972,-3.262510749
2002-10-01,2005-10-31,-0.72,-0.88,-1.2,-3.106574131,-2.777320422,-3.292239179
2003-01-01,2005-10-31,-1.06,-1.1,-1.72,-3.362387333,-4.039859171,-5.555421864
2003-04-01,2005-10-31,-1.51,-1.67,-1.37,-5.440355709,-5.527825697,-4.884860027
2003-07-01,2005-10-31,-0.67,-0.08,0.38,-2.754451412,-0.791794103,1.102804754
2003-10-01,2005-10-31,0.71,0.97,0.51,3.072468825,4.561048808,4.287581422
2004-01-01,2005-10-31,0.49,0.57,0.2,4.559333152,3.909319947,2.829623767
2004-04-01,2005-10-31,0.19,0.15,0.03,3.021181941,3.76401567,3.356328517
2004-07-01,2005-10-31,-0.1,-0.41,-0.27,3.468311867,2.445028242,1.524287617
2004-10-01,2005-10-31,-0.35,-0.55,-0.4,1.172669739,-0.163848488,0.319312471
2005-01-01,2005-10-31,0.01,-0.17,-0.32,1.122311432,0.694236193,0.020211767
2005-04-01,2005-10-31,-0.27,-0.18,0.08,-0.49368841,-0.254192076,0.243556326
2005-07-01,2005-10-31,0.51,0.58,0.89,1.062999668,1.037003626,2.06761974
2005-10-01,2005-10-31,1.15,1.11,0.98,2.762881186,2.922682801,2.760612359
2006-01-01,2005-10-31,0.84,0.7,0.59,2.427492096,2.024936203,1.617425044
2002-01-01,2005-11-18,-0.7,0.09,0.71,-2.703214524,-0.938057054,0.575199976
2002-04-01,2005-11-18,0.55,0.42,0.23,0.834607093,0.402001729,0.302616842
2002-07-01,2005-11-18,-0.28,-0.47,-0.47,-0.557053481,-1.766974035,-3.348156717
2002-10-01,2005-11-18,-0.71,-0.87,-1.2,-3.140887297,-2.793896028,-3.317575778
2003-01-01,2005-11-18,-1.05,-1.09,-1.71,-3.391299183,-4.071796175,-5.60680786
2003-04-01,2005-11-18,-1.51,-1.67,-1.37,-5.513926287,-5.61840683,-5.012531847
2003-07-01,2005-11-18,-0.65,-0.06,0.4,-2.875392153,-0.900329342,1.006588742
2003-10-01,2005-11-18,0.73,0.99,0.54,3.011906412,4.524976092,4.260300279
2004-01-01,2005-11-18,0.53,0.58,0.19,4.551534339,3.876110363,2.785046752
2004-04-01,2005-11-18,0.17,0.13,0.01,2.993666697,3.767386568,3.364177425
2004-07-01,2005-11-18,-0.11,-0.4,-0.26,3.49756238,2.468085076,1.522563497
2004-10-01,2005-11-18,-0.36,-0.58,-0.45,1.154127707,-0.228953281,0.254116131
2005-01-01,2005-11-18,-0.05,-0.23,-0.36,1.060055687,0.635833266,-0.043293423
2005-04-01,2005-11-18,-0.3,-0.23,0,-0.560049559,-0.299667521,0.201882886
2005-07-01,2005-11-18,0.4,0.46,0.74,1.033431171,0.979078413,2.010147024
2005-10-01,2005-11-18,1.11,1.09,0.97,2.686255682,2.694934875,2.460498651
2006-01-01,2005-11-18,0.83,0.7,0.58,2.108689019,1.721408123,1.348363051
2002-01-01,2005-12-01,-0.69,0.1,0.71,-2.681252538,-0.916802024,0.58451608
2002-04-01,2005-12-01,0.54,0.42,0.23,0.827179934,0.406434808,0.270439172
2002-07-01,2005-12-01,-0.28,-0.47,-0.47,-0.601387276,-1.800173919,-3.335154926
2002-10-01,2005-12-01,-0.71,-0.87,-1.2,-3.180436804,-2.852373223,-3.358582087
2003-01-01,2005-12-01,-1.04,-1.08,-1.71,-3.438648312,-4.123723322,-5.646175203
2003-04-01,2005-12-01,-1.51,-1.66,-1.36,-5.534780987,-5.629692058,-4.997432989
2003-07-01,2005-12-01,-0.65,-0.06,0.39,-2.866956285,-0.879122299,1.024218549
2003-10-01,2005-12-01,0.72,0.99,0.53,3.010790865,4.515340002,4.277463763
2004-01-01,2005-12-01,0.52,0.57,0.18,4.55078356,3.881580588,2.795269639
2004-04-01,2005-12-01,0.16,0.12,0,2.986348716,3.727953469,3.337411392
2004-07-01,2005-12-01,-0.11,-0.4,-0.25,3.457455158,2.440933002,1.515406055
2004-10-01,2005-12-01,-0.35,-0.56,-0.44,1.143671043,-0.196887198,0.272389256
2005-01-01,2005-12-01,-0.04,-0.22,-0.34,1.060504699,0.631053078,-0.044417644
2005-04-01,2005-12-01,-0.27,-0.19,0.06,-0.538669102,-0.277563898,0.241457836
2005-07-01,2005-12-01,0.49,0.56,0.82,1.081221726,1.046827448,2.031820879
2005-10-01,2005-12-01,1.17,1.05,0.91,2.711526092,2.806388829,2.617628202
2006-01-01,2005-12-01,0.76,0.64,0.53,2.28126836,1.888767682,1.497878608
2002-01-01,2005-12-20,-0.71,0.07,0.7,-2.693395978,-0.967496346,0.555568991
2002-04-01,2005-12-20,0.53,0.41,0.25,0.80078119,0.353146066,0.301108605
2002-07-01,2005-12-20,-0.26,-0.45,-0.44,-0.565726495,-1.803210428,-3.408572162
2002-10-01,2005-12-20,-0.68,-0.85,-1.2,-3.172301299,-2.820052694,-3.368673186
2003-01-01,2005-12-20,-1.07,-1.11,-1.73,-3.447645081,-4.133774392,-5.682893981
2003-04-01,2005-12-20,-1.51,-1.68,-1.35,-5.585011802,-5.722445455,-5.153849509
2003-07-01,2005-12-20,-0.64,-0.07,0.45,-2.995850168,-1.028128578,0.878276759
2003-10-01,2005-12-20,0.71,1.03,0.54,2.912765227,4.466352773,4.221955729
2004-01-01,2005-12-20,0.5,0.57,0.17,4.520817352,3.851544388,2.752505495
2004-04-01,2005-12-20,0.15,0.15,-0.02,2.994353976,3.781901243,3.375575794
2004-07-01,2005-12-20,-0.08,-0.34,-0.24,3.563266249,2.496048916,1.513214417
2004-10-01,2005-12-20,-0.22,-0.56,-0.42,1.175945418,-0.272673164,0.20725198
2005-01-01,2005-12-20,-0.04,-0.27,-0.42,1.02018497,0.538733562,-0.186423608
2005-04-01,2005-12-20,-0.35,-0.37,-0.15,-0.679538537,-0.43526478,0.076519608
2005-07-01,2005-12-20,0.16,0.11,0.19,0.933616405,0.875856852,1.942524856
2005-10-01,2005-12-20,0.39,0.39,0.33,2.63494362,2.942365717,2.734760172
2006-01-01,2005-12-20,0.28,0.23,0.19,2.375060233,1.961817507,1.55519223
2002-01-01,2006-01-09,-0.72,0.08,0.71,-2.785337295,-1.074178463,0.444644333
2002-04-01,2006-01-09,0.54,0.42,0.25,0.722546157,0.252769456,0.253049161
2002-07-01,2006-01-09,-0.27,-0.45,-0.44,-0.586485847,-1.843052969,-3.543811869
2002-10-01,2006-01-09,-0.68,-0.86,-1.21,-3.180045764,-2.802541105,-3.388840539
2003-01-01,2006-01-09,-1.07,-1.11,-1.73,-3.448645706,-4.102773741,-5.666641502
2003-04-01,2006-01-09,-1.52,-1.69,-1.36,-5.604545427,-5.776101852,-5.288435684
2003-07-01,2006-01-09,-0.63,-0.06,0.46,-3.14366987,-1.201245066,0.699711018
2003-10-01,2006-01-09,0.74,1.07,0.59,2.770529316,4.360383166,4.089909712
2004-01-01,2006-01-09,0.55,0.6,0.17,4.427135678,3.718430984,2.599743733
2004-04-01,2006-01-09,0.14,0.13,-0.05,2.871354574,3.7260116,3.304813612
2004-07-01,2006-01-09,-0.11,-0.37,-0.25,3.520463224,2.454466557,1.448468041
2004-10-01,2006-01-09,-0.22,-0.58,-0.43,1.123432798,-0.41016949,0.111720312
2005-01-01,2006-01-09,-0.03,-0.27,-0.43,0.950206628,0.466493589,-0.295517609
2005-04-01,2006-01-09,-0.36,-0.4,-0.18,-0.820507913,-0.551116876,-0.063279953
2005-07-01,2006-01-09,0.11,0,0,0.803093512,0.700170011,1.829768826
2005-10-01,2006-01-09,0.1,0.16,0.7,2.515285986,2.992455652,4.402925166
2006-01-01,2006-01-09,0.79,0.74,0.64,4.831413881,4.683888844,4.230186427
2002-01-01,2006-01-19,-0.73,0.07,0.71,-2.746838823,-1.026283804,0.475387317
2002-04-01,2006-01-19,0.54,0.42,0.26,0.723782735,0.260625395,0.222362608
2002-07-01,2006-01-19,-0.27,-0.47,-0.46,-0.635606911,-1.877149686,-3.541348101
2002-10-01,2006-01-19,-0.71,-0.89,-1.24,-3.23804685,-2.872162281,-3.436067975
2003-01-01,2006-01-19,-1.08,-1.12,-1.75,-3.485659724,-4.144350785,-5.709623046
2003-04-01,2006-01-19,-1.53,-1.7,-1.38,-5.629559526,-5.788051561,-5.259029503
2003-07-01,2006-01-19,-0.65,-0.08,0.44,-3.106733663,-1.1645043,0.721061874
2003-10-01,2006-01-19,0.7,1.04,0.57,2.765114826,4.332721889,4.078680358
2004-01-01,2006-01-19,0.55,0.6,0.18,4.40240232,3.701606753,2.589499441
2004-04-01,2006-01-19,0.15,0.14,-0.04,2.844509346,3.664165237,3.242967539
2004-07-01,2006-01-19,-0.11,-0.38,-0.29,3.446117982,2.386271453,1.404432653
2004-10-01,2006-01-19,-0.28,-0.65,-0.47,1.075172899,-0.422279775,0.110593704
2005-01-01,2006-01-19,-0.03,-0.25,-0.39,0.946530625,0.461998878,-0.291666325
2005-04-01,2006-01-19,-0.31,-0.33,-0.1,-0.793327879,-0.53022838,-0.019225354
2005-07-01,2006-01-19,0.21,0.13,0.17,0.847712831,0.755798648,1.844543504
2005-10-01,2006-01-19,0.32,0.41,0.96,2.544807009,3.028533554,4.338577161
2006-01-01,2006-01-19,1.06,0.98,0.86,4.828101958,4.725358624,4.29972804
2006-04-01,2006-01-19,0.73,0.61,0.51,3.726871683,3.116402409,2.532490737
2002-01-01,2006-02-01,-0.74,0.07,0.71,-2.717853537,-0.996349183,0.486789362
2002-04-01,2006-02-01,0.53,0.41,0.25,0.706356577,0.252362815,0.181491318
2002-07-01,2006-02-01,-0.28,-0.47,-0.47,-0.690685089,-1.912742244,-3.528152934
2002-10-01,2006-02-01,-0.72,-0.9,-1.24,-3.286592986,-2.936681,-3.488454672
2003-01-01,2006-02-01,-1.09,-1.13,-1.77,-3.548229949,-4.21153409,-5.76917551
2003-04-01,2006-02-01,-1.55,-1.72,-1.39,-5.660392388,-5.801446376,-5.234811883
2003-07-01,2006-02-01,-0.66,-0.09,0.43,-3.080095998,-1.122947783,0.760810206
2003-10-01,2006-02-01,0.7,1.04,0.57,2.781848611,4.334782206,4.08796699
2004-01-01,2006-02-01,0.54,0.59,0.17,4.384917997,3.694624508,2.582822546
2004-04-01,2006-02-01,0.15,0.14,-0.05,2.819336683,3.597758761,3.184560993
2004-07-01,2006-02-01,-0.12,-0.39,-0.29,3.366562599,2.31690775,1.368154606
2004-10-01,2006-02-01,-0.28,-0.66,-0.48,1.041933435,-0.416107458,0.100781348
2005-01-01,2006-02-01,-0.04,-0.24,-0.38,0.935805665,0.457592261,-0.282966155
2005-04-01,2006-02-01,-0.29,-0.31,-0.06,-0.754404194,-0.49667767,0.029520064
2005-07-01,2006-02-01,0.27,0.19,0.24,0.897145195,0.818251563,1.855745283
2005-10-01,2006-02-01,0.41,0.49,1.05,2.563533612,3.054683152,4.331600498
2006-01-01,2006-02-01,1.23,1.16,1.02,4.825607337,4.735351958,4.321180041
2006-04-01,2006-02-01,0.87,0.73,0.61,3.755346526,3.147018271,2.56126877
2002-01-01,2006-02-20,-0.77,0.06,0.73,-2.736857418,-1.057890025,0.42322797
2002-04-01,2006-02-20,0.57,0.44,0.28,0.673610302,0.17378208,0.170735021
2002-07-01,2006-02-20,-0.26,-0.47,-0.51,-0.669572898,-1.917639928,-3.64826209
2002-10-01,2006-02-20,-0.76,-0.89,-1.23,-3.294172189,-2.91431513,-3.498366293
2003-01-01,2006-02-20,-1.05,-1.08,-1.74,-3.547956646,-4.19563437,-5.75136082
2003-04-01,2006-02-20,-1.54,-1.73,-1.41,-5.699892831,-5.868818367,-5.366094437
2003-07-01,2006-02-20,-0.66,-0.07,0.45,-3.218350928,-1.292687755,0.598516768
2003-10-01,2006-02-20,0.71,1.06,0.57,2.666436289,4.243802848,3.946988339
2004-01-01,2006-02-20,0.58,0.63,0.18,4.280721988,3.57056503,2.432425514
2004-04-01,2006-02-20,0.18,0.17,-0.03,2.696471911,3.544543625,3.118751089
2004-07-01,2006-02-20,-0.12,-0.38,-0.28,3.311328573,2.261113697,1.287379083
2004-10-01,2006-02-20,-0.29,-0.74,-0.53,0.97165435,-0.579439056,-0.036716263
2005-01-01,2006-02-20,-0.03,-0.23,-0.36,0.830912383,0.364713034,-0.371828339
2005-04-01,2006-02-20,-0.26,-0.3,-0.06,-0.860935549,-0.587592627,-0.104736004
2005-07-01,2006-02-20,0.27,0.19,0.23,0.765815561,0.660955816,1.760369062
2005-10-01,2006-02-20,0.4,0.48,1.03,2.446848661,2.927760308,4.227331284
2006-01-01,2006-02-20,1.24,1.17,1.03,4.52510022,4.325489992,3.864665845
2006-04-01,2006-02-20,0.87,0.73,0.61,3.299130775,2.722622695,2.187073703
2002-01-01,2006-03-01,-0.78,0.05,0.72,-2.726444046,-1.044006652,0.435074206
2002-04-01,2006-03-01,0.57,0.44,0.28,0.670229309,0.173930506,0.155488558
2002-07-01,2006-03-01,-0.26,-0.47,-0.52,-0.69561872,-1.937308392,-3.646929428
2002-10-01,2006-03-01,-0.76,-0.9,-1.23,-3.322469783,-2.950726931,-3.526595183
2003-01-01,2006-03-01,-1.06,-1.09,-1.74,-3.578718898,-4.230277096,-5.792067536
2003-04-01,2006-03-01,-1.55,-1.74,-1.42,-5.731186092,-5.904835143,-5.389229494
2003-07-01,2006-03-01,-0.67,-0.08,0.44,-3.236965056,-1.297160355,0.596349813
2003-10-01,2006-03-01,0.71,1.07,0.59,2.665053225,4.243517395,3.954433947
2004-01-01,2006-03-01,0.58,0.63,0.18,4.276986541,3.574508157,2.437853952
2004-04-01,2006-03-01,0.18,0.17,-0.03,2.700444163,3.53081915,3.112113382
2004-07-01,2006-03-01,-0.12,-0.38,-0.29,3.295388038,2.246493423,1.283273353
2004-10-01,2006-03-01,-0.29,-0.73,-0.52,0.956638735,-0.575371566,-0.041627952
2005-01-01,2006-03-01,-0.04,-0.24,-0.37,0.816519255,0.349520179,-0.382801222
2005-04-01,2006-03-01,-0.27,-0.3,-0.07,-0.867338674,-0.600435679,-0.102312499
2005-07-01,2006-03-01,0.27,0.21,0.28,0.765241043,0.676495573,1.767295627
2005-10-01,2006-03-01,0.47,0.56,1.11,2.473880679,2.975325942,4.271621696
2006-01-01,2006-03-01,1.34,1.35,1.21,4.568305111,4.160436074,3.590544056
2006-04-01,2006-03-01,1.04,0.88,0.73,2.978853113,2.394969617,1.874874457
2002-01-01,2006-03-20,-0.78,0.05,0.73,-2.707916973,-1.103855134,0.332273621
2002-04-01,2006-03-20,0.57,0.44,0.28,0.571099356,0.048678018,0.096143471
2002-07-01,2006-03-20,-0.26,-0.47,-0.52,-0.721454802,-1.961560553,-3.71460925
2002-10-01,2006-03-20,-0.77,-0.91,-1.26,-3.307206447,-2.916371683,-3.523170882
2003-01-01,2006-03-20,-1.07,-1.09,-1.74,-3.545821993,-4.184398492,-5.726658621
2003-04-01,2006-03-20,-1.55,-1.74,-1.42,-5.714802277,-5.902793575,-5.444540128
2003-07-01,2006-03-20,-0.67,-0.07,0.45,-3.326083674,-1.446025555,0.420068563
2003-10-01,2006-03-20,0.71,1.05,0.56,2.488504034,4.043004403,3.71428817
2004-01-01,2006-03-20,0.57,0.62,0.18,4.069945728,3.365179297,2.245585939
2004-04-01,2006-03-20,0.18,0.18,-0.02,2.537607805,3.406537401,2.982104199
2004-07-01,2006-03-20,-0.11,-0.37,-0.29,3.185429599,2.137263673,1.162586243
2004-10-01,2006-03-20,-0.3,-0.75,-0.55,0.84546048,-0.740447568,-0.205671113
2005-01-01,2006-03-20,-0.05,-0.24,-0.36,0.659937146,0.211507918,-0.496220818
2005-04-01,2006-03-20,-0.26,-0.29,-0.05,-0.984694489,-0.714156845,-0.241951024
2005-07-01,2006-03-20,0.29,0.21,0.25,0.627767797,0.512059337,1.630299325
2005-10-01,2006-03-20,0.41,0.45,0.97,2.309050577,2.800393759,4.149235498
2006-01-01,2006-03-20,1.23,1.49,1.42,4.590211381,5.574233299,5.646062911
2006-04-01,2006-03-20,1.25,1.06,0.89,5.290674974,4.730818588,4.100297188
2002-01-01,2006-04-03,-0.79,0.04,0.72,-2.721526584,-1.112222021,0.325177219
2002-04-01,2006-04-03,0.57,0.45,0.28,0.558598089,0.048119388,0.076233384
2002-07-01,2006-04-03,-0.26,-0.47,-0.52,-0.747134891,-1.975099651,-3.695439163
2002-10-01,2006-04-03,-0.78,-0.92,-1.27,-3.326200824,-2.946573625,-3.548572429
2003-01-01,2006-04-03,-1.08,-1.11,-1.75,-3.572107154,-4.210155437,-5.750554884
2003-04-01,2006-04-03,-1.55,-1.74,-1.42,-5.729018751,-5.917280698,-5.448959929
2003-07-01,2006-04-03,-0.67,-0.08,0.44,-3.336656115,-1.449255988,0.410686634
2003-10-01,2006-04-03,0.7,1.04,0.55,2.466810728,4.016311483,3.701825064
2004-01-01,2006-04-03,0.57,0.62,0.19,4.048742064,3.367128693,2.255419606
2004-04-01,2006-04-03,0.18,0.18,-0.02,2.543724907,3.394778227,2.983413388
2004-07-01,2006-04-03,-0.11,-0.37,-0.29,3.176844208,2.132722974,1.166975571
2004-10-01,2006-04-03,-0.31,-0.76,-0.56,0.835101399,-0.728169168,-0.213470628
2005-01-01,2006-04-03,-0.06,-0.24,-0.35,0.647929161,0.203708639,-0.503912831
2005-04-01,2006-04-03,-0.26,-0.29,-0.05,-0.992148373,-0.730169956,-0.244307879
2005-07-01,2006-04-03,0.29,0.23,0.27,0.618771984,0.520770922,1.622255787
2005-10-01,2006-04-03,0.43,0.47,0.96,2.312847215,2.807613293,4.133897619
2006-01-01,2006-04-03,1.2,1.52,1.57,4.577167678,5.571386883,5.682204232
2006-04-01,2006-04-03,1.43,1.23,1.04,5.351646912,4.804103913,4.176365376
2002-01-01,2006-04-18,-0.79,0.04,0.73,-2.70779758,-1.155866845,0.234150718
2002-04-01,2006-04-18,0.58,0.45,0.28,0.451788659,-0.063478593,-0.040614193
2002-07-01,2006-04-18,-0.26,-0.48,-0.53,-0.850897282,-2.054808906,-3.76361401
2002-10-01,2006-04-18,-0.78,-0.93,-1.27,-3.36982507,-2.999576862,-3.598842206
2003-01-01,2006-04-18,-1.08,-1.11,-1.75,-3.622992635,-4.246146846,-5.740732508
2003-04-01,2006-04-18,-1.56,-1.74,-1.42,-5.723759646,-5.891897699,-5.435676889
2003-07-01,2006-04-18,-0.67,-0.08,0.44,-3.364819074,-1.52278427,0.294280157
2003-10-01,2006-04-18,0.7,1.05,0.56,2.305867283,3.823127748,3.517448964
2004-01-01,2006-04-18,0.58,0.63,0.19,3.852747622,3.170865248,2.08246125
2004-04-01,2006-04-18,0.19,0.19,-0.02,2.357881523,3.185989619,2.772194411
2004-07-01,2006-04-18,-0.11,-0.37,-0.29,2.974719989,1.953664564,1.012670371
2004-10-01,2006-04-18,-0.31,-0.77,-0.57,0.705259945,-0.836363028,-0.312621564
2005-01-01,2006-04-18,-0.08,-0.25,-0.35,0.530985578,0.105748055,-0.584027938
2005-04-01,2006-04-18,-0.25,-0.28,-0.04,-1.061075316,-0.795155019,-0.314788635
2005-07-01,2006-04-18,0.29,0.23,0.26,0.526487696,0.420571619,1.513152581
2005-10-01,2006-04-18,0.4,0.4,0.82,2.172990477,2.636690331,3.930124012
2006-01-01,2006-04-18,0.99,1.24,1.52,4.358829471,5.373668228,6.115242256
2006-04-01,2006-04-18,1.46,1.29,1.1,6.082966813,5.685598852,5.113963477
2006-07-01,2006-04-18,0.93,0.78,0.65,4.48299257,3.859059984,3.277918287
2002-01-01,2006-05-02,-0.82,0.03,0.71,-2.778255208,-1.188935502,0.20175704
2002-04-01,2006-05-02,0.58,0.45,0.28,0.416200107,-0.0786403,-0.080524622
2002-07-01,2006-05-02,-0.26,-0.48,-0.53,-0.899940399,-2.085183537,-3.738937906
2002-10-01,2006-05-02,-0.78,-0.93,-1.27,-3.397405583,-3.04977112,-3.636158838
2003-01-01,2006-05-02,-1.1,-1.13,-1.77,-3.683085091,-4.293063629,-5.780384186
2003-04-01,2006-05-02,-1.57,-1.75,-1.43,-5.742622895,-5.908020766,-5.425221014
2003-07-01,2006-05-02,-0.68,-0.08,0.44,-3.363146663,-1.510183486,0.300116607
2003-10-01,2006-05-02,0.7,1.05,0.57,2.290798133,3.804786793,3.519088332
2004-01-01,2006-05-02,0.57,0.63,0.2,3.820539533,3.16565112,2.089664295
2004-04-01,2006-05-02,0.19,0.19,-0.01,2.351104257,3.140738975,2.743891456
2004-07-01,2006-05-02,-0.11,-0.37,-0.29,2.928186138,1.919524602,1.004336369
2004-10-01,2006-05-02,-0.31,-0.76,-0.57,0.683993647,-0.811042075,-0.31105642
2005-01-01,2006-05-02,-0.1,-0.26,-0.36,0.509468789,0.100904642,-0.588236203
2005-04-01,2006-05-02,-0.26,-0.28,-0.03,-1.038875624,-0.785487457,-0.286756513
2005-07-01,2006-05-02,0.29,0.25,0.28,0.537198591,0.4516624,1.506733708
2005-10-01,2006-05-02,0.43,0.43,0.85,2.18194236,2.653608796,3.922977148
2006-01-01,2006-05-02,1,1.25,1.57,4.34469605,5.344933876,6.11139104
2006-04-01,2006-05-02,1.74,1.62,1.42,6.471555175,6.307198352,5.859193549
2006-07-01,2006-05-02,1.21,1.02,0.86,5.278081458,4.655452495,4.044802156
2002-01-01,2006-05-17,-0.8,0.05,0.74,-2.806398659,-1.25957348,0.093110053
2002-04-01,2006-05-17,0.59,0.46,0.29,0.331530645,-0.179776014,-0.132930677
2002-07-01,2006-05-17,-0.26,-0.48,-0.54,-0.914176371,-2.103379673,-3.845696088
2002-10-01,2006-05-17,-0.79,-0.93,-1.27,-3.378185905,-3.01398093,-3.64020495
2003-01-01,2006-05-17,-1.09,-1.12,-1.78,-3.659595695,-4.227304982,-5.700348956
2003-04-01,2006-05-17,-1.58,-1.76,-1.44,-5.706007906,-5.879876296,-5.460407952
2003-07-01,2006-05-17,-0.67,-0.08,0.45,-3.426142032,-1.649579707,0.120820954
2003-10-01,2006-05-17,0.71,1.07,0.59,2.100255619,3.601959072,3.290092465
2004-01-01,2006-05-17,0.59,0.63,0.19,3.611302284,2.950815584,1.899314825
2004-04-01,2006-05-17,0.19,0.2,-0.01,2.189867546,3.026568868,2.606499655
2004-07-01,2006-05-17,-0.09,-0.36,-0.29,2.828792143,1.814747843,0.883446054
2004-10-01,2006-05-17,-0.31,-0.77,-0.57,0.579867551,-0.988476332,-0.441515077
2005-01-01,2006-05-17,-0.09,-0.26,-0.38,0.395433691,0.002088879,-0.70412171
2005-04-01,2006-05-17,-0.27,-0.29,-0.04,-1.183231139,-0.924188135,-0.447494428
2005-07-01,2006-05-17,0.29,0.22,0.25,0.393137221,0.255134669,1.363940652
2005-10-01,2006-05-17,0.38,0.33,0.71,2.000225653,2.435453413,3.707206804
2006-01-01,2006-05-17,0.79,0.98,1.25,4.078735422,5.096666541,5.862995118
2006-04-01,2006-05-17,1.57,1.51,1.33,6.36107333,6.136560002,5.656324081
2006-07-01,2006-05-17,1.14,0.96,0.8,5.067705566,4.455762391,3.867293378
2002-01-01,2006-06-01,-0.81,0.04,0.74,-2.811731392,-1.27378762,0.081253445
2002-04-01,2006-06-01,0.6,0.46,0.29,0.316835423,-0.163174178,-0.146279824
2002-07-01,2006-06-01,-0.26,-0.48,-0.54,-0.930983397,-2.103823646,-3.784170386
2002-10-01,2006-06-01,-0.79,-0.94,-1.28,-3.379361759,-3.031740331,-3.645770851
2003-01-01,2006-06-01,-1.1,-1.13,-1.78,-3.65140632,-4.219621912,-5.688482412
2003-04-01,2006-06-01,-1.59,-1.77,-1.45,-5.691319495,-5.880528745,-5.46443439
2003-07-01,2006-06-01,-0.69,-0.08,0.45,-3.461673131,-1.681630049,0.080323707
2003-10-01,2006-06-01,0.71,1.07,0.59,2.024830233,3.519033567,3.240502092
2004-01-01,2006-06-01,0.6,0.64,0.2,3.569651238,2.939656472,1.919572072
2004-04-01,2006-06-01,0.19,0.2,0,2.212090684,3.026852094,2.62540805
2004-07-01,2006-06-01,-0.09,-0.36,-0.29,2.836576424,1.837896971,0.909487402
2004-10-01,2006-06-01,-0.31,-0.78,-0.58,0.583294358,-0.959566057,-0.439994337
2005-01-01,2006-06-01,-0.09,-0.25,-0.37,0.39657361,-0.012870832,-0.733342119
2005-04-01,2006-06-01,-0.27,-0.29,-0.05,-1.231324173,-0.992372753,-0.507908261
2005-07-01,2006-06-01,0.28,0.21,0.24,0.338196441,0.226125319,1.322934973
2005-10-01,2006-06-01,0.36,0.3,0.66,1.97344395,2.4056323,3.659232751
2006-01-01,2006-06-01,0.73,0.86,1.1,4.062625747,5.047192147,5.825596256
2006-04-01,2006-06-01,1.52,1.84,1.76,6.403801014,6.848973206,6.75523691
2006-07-01,2006-06-01,1.56,1.34,1.13,6.372316996,5.850556691,5.278736049
2002-01-01,2006-06-19,-0.81,0.05,0.75,-2.890026927,-1.426594072,-0.096161811
2002-04-01,2006-06-19,0.61,0.47,0.31,0.188667517,-0.294554799,-0.173423028
2002-07-01,2006-06-19,-0.24,-0.48,-0.54,-0.890554168,-2.066505083,-3.829352422
2002-10-01,2006-06-19,-0.79,-0.93,-1.27,-3.267826978,-2.886864715,-3.523123256
2003-01-01,2006-06-19,-1.09,-1.12,-1.76,-3.514778888,-4.057840291,-5.502708101
2003-04-01,2006-06-19,-1.57,-1.76,-1.44,-5.591822688,-5.833503384,-5.540078238
2003-07-01,2006-06-19,-0.69,-0.09,0.44,-3.608751605,-1.909951856,-0.178696266
2003-10-01,2006-06-19,0.71,1.07,0.59,1.778743206,3.273297863,2.977973785
2004-01-01,2006-06-19,0.61,0.65,0.21,3.339252207,2.705679967,1.718694961
2004-04-01,2006-06-19,0.21,0.21,0.01,2.059413964,2.938888208,2.545197974
2004-07-01,2006-06-19,-0.08,-0.36,-0.29,2.795733769,1.783630917,0.809683449
2004-10-01,2006-06-19,-0.32,-0.79,-0.58,0.486179972,-1.141120347,-0.606625934
2005-01-01,2006-06-19,-0.09,-0.25,-0.36,0.231638552,-0.171289424,-0.912072731
2005-04-01,2006-06-19,-0.26,-0.3,-0.06,-1.447072197,-1.202230813,-0.760436857
2005-07-01,2006-06-19,0.26,0.18,0.19,0.091826835,-0.046998974,1.137547549
2005-10-01,2006-06-19,0.31,0.22,0.54,1.766335864,2.183456412,3.474095478
2006-01-01,2006-06-19,0.56,0.65,0.81,3.866798227,4.900489815,5.678062434
2006-04-01,2006-06-19,1.12,1.46,1.4,6.182440391,6.45640164,6.057229429
2006-07-01,2006-06-19,1.24,1.06,0.89,5.507659774,4.910671584,4.32262037
2002-01-01,2006-07-03,-0.83,0.04,0.74,-2.904527008,-1.431685243,-0.10583202
2002-04-01,2006-07-03,0.61,0.47,0.31,0.167478133,-0.298803643,-0.193087905
2002-07-01,2006-07-03,-0.25,-0.48,-0.55,-0.914206475,-2.076812035,-3.792831625
2002-10-01,2006-07-03,-0.8,-0.94,-1.28,-3.286285468,-2.920327481,-3.547078777
